Categories|Name 1|Name 2|Phone|Address 1|Address 2
|Fashion Nails||408 363 9686|5489  Snell ave|San Jose CA 95123
|Lux Beauty Inc|Lux  Beauty Nail Salon|4088861310|555 San Antonio Road Suite 43|Mountain View CA 94040
|Pro Darling Nails|Pro Darling Nails|408-272-1230|1080 s white rd Suite D|San Jose CA 95127
|SALINA NAIL|SALINA NAIL|408 778 7765|16985 S monterey rd suit 304C|morgan hill CA 95037
|Modern Nails|Modern Nails|4089663902|229B West Main Ave|Morgan Hill CA 95037
|Blossom Nail Spa||4082691818|1122 Branham Lane|San Jose CA 95118
|Blossom Nail Spa||6693006997|1875 South Bascom Ave #138|Campbell CA 95008
|ART NAILS||408-978-9297|1659-H BRANHAM LANE|SAN JOSE CA 95118
|Wendy Nguyen||4085060268|866 Blossom Hill Rd Unit 4|San Jose CA 95123
|Glamorous Nail Salon LLC||4086236410|1629 Hollenbeck Ave.|Sunnyvale CA 94087
|Annie's Nails||(408) 282-4915|1432 W. San Carlos St #60|San Jose CA 95126
|Q Beauty Spa||4154202079|895 1st. Street|Gilroy CA 95020
|Nancy Nails 2||4088330338|560 Canal St|King City CA 93930
|Creative Nails 2|Creative Nails 2|408-544-0364|437 Vineyard Town Center|Morgan Hill CA 95037
|DN Hair & Nails||408-889-3564|2010 Story Rd. Ste 90|San Jose CA 95122
|Nail Bar|Nail Bar|4084250811|1910 W El Camino Real STE C 1|Mountain View CA 94040
|Yen Nail Salon||(408) 512 - 0079|6045 Snell Ave|San Jose CA 95123
|Ibeautify Spa Inc||4083567379|15466 Los Gatos Blvd. ste 107|Los Gatos CA 95032
|PEERAGE NAIL SPA||4085137549|1080 SARATOGA AVE , SUITE 7|SAN JOSE CA 95129
|JNCN NAILS SPA,INC|ANNIE'S DESIGN NAILS|408 229 1543|185 Branham Lane Suite 5|San Jose CA 95136
|Henry Tran|Mary Queen Nails|408-781-2903|1164 N. Capitol Avenue|San Jose CA 95132
|Angel Lovely nail|Angel Lovely nail|323-605-6767|2118 el Camino real ste 5|Santa Clara.ca CA 95051
|DIVA NAIL SALON INC|DIVA NAIL SALON|408-225-9999|5770 COTTLE RD SUITE 20|SAN JOSE CA 95123
|Love Nails|Love Nails Salon|4085655565|715 w Hamilton Ave #1120|Campbell CA 95008
|Gity’s Nail & Waxing Boutique||408-395-8575|236 N. Santa Cruz Ave. Suite 106C|Los Gatos CA 95030
|Amazin' Nail Bar||(408)358-8708|15495 Los Gatos Blv, suite B|Los Gatos CA 95032
|ZEN NAILS & SPA|ZEN NAILS & SPA|4083483642|915 S San Tomas Aquino Rd, Suite 600|Campbell CA 95008
|Lucky Nails Spa||4084806327|630 Tennant station|Morgan Hill CA 95037
|Love Nails||4085655565|715 w Hamilton Ave #1120|Campbell CA 95008
|APPLE NAIL SPA||408-204-3629|675 1st street|Gilroy CA 95020
|Nothing but nails||408-387-9689|14320 Saratoga Sunnyvale #4|Saratoga CA 95070
|VY BAO NGUYEN DBA|CUTIECURES NAIL SALON|408-649-1109|14410 BIG BASIN WAY SUITE D|SARATOGA CA 95070
|Oasis Nailtique Inc|Oasis Nails Spa|408-891-3929|2986 Union Ave|San Jose CA 95124
|ANGIE NAILS||650-823-2847|200 S CALIFORNIA AVE, STE 190|PALO ALTO CA 94306
|Excellent Nails||4087129747|821 Castro St|Mountain View CA 94041
|JD NAILS LLC|JD NAILS|408-224-4078|117 Bernal Rd, Suite 60|San Jose CA 95119
|Pink Sassy Nails||(408) 532-3996|8021 Wayland  Ln|Gilroy CA 95020
|The Beauty Image LLC|L G NAILS SPA|8182941891|15541 Union Ave|Los Gatos CA 95032
|D&R VIE EN FAMILLE, INC.|VIANGE SPA|408-3204940|1821 Saratoga Ave #101|Saratoga CA 95070
|Redmond Nails Skin Care||408-394-6451|1167 Redmond Ave|San Jose CA 95120
|D&R VIE EN FAMILLE, INC.|VIANGE SPA|408-3204940|1821 Saratoga Ave #101|Saratoga CA 95070
|FINGER JOY NAILS||4088585128|1055 LAFAYETTE ST|Santa Clara CA 95050
|JD NAILS LLC|JD NAILS|408-224-4078|117 Bernal Rd, Suite 60|San Jose CA 95119
|LaQueen Nail Spa||4088342869|445 Blossom Hill Rd Suite J, San Jose, CA 95123|San Jose CA 95123
|Classy Day Spa||650-325-9800|458 Cambridge Ave|Palo Alto CA 94306
|HANA NAILS|HANA NAILS|408-398-8987|1730 S Bascom Ave, Studio 21|Campbell CA 95008
|ANGELIC NAILS SPA, CORPORATION|ANGELIC NAILS SPA|408-207-6663|16195 MONTEREY RD. SUITE #102|MORGAN HILL CA 95037
|Q nails spa||4086637929|191 los Gatos-Saratoga|Los gatos CA 95030
|New Nails||4086942649|124 I Blossom Hill Rd|San Jose CA 95123
|The Glitter Studio||408-718-3198|621 East Campbell Ave. Suite 18|Campbell CA 95008
|Nails 4 You|Nails 4 You|408-332-9119|633 University Avenue|Los Gatos CA 95032
|KQ'S NAILS SALON||7145265306|324 N Euclid Street|Fullerton CA 92832
|Starlite Beauty Salon|N/A|408-398-4423|No physical address|
|AMY'S NAIL LOUNGE|AMY'S NAIL LOUNGE|408-420-2812|1082 LINCOLN AVE STUDIO # 19|SAN JOES CA 95125
|KN NAILS & HAIR||4089912506|575 W ALMA AVE|SANJOSE CA 95125
|Natalie Nail Bar||4087799823|820 E Dunne Ave, Unit 190|Morgan Hill CA 95037
|Darling Nail Salon||4083980184|108 Cochrane plz|Morgan hill CA 95037
|Petite Nail Spa||408-637-6453|3983 Stevens Creek  Blvd|Santa Clara CA 95051
|Rivermark Nail Spa||408-970-8100|3961 Rivermark Plz|Santa Clara CA 95054
|Diva Nail Salon||408-550-4704|5770 Cottle Rd, #20 ,S|San Jose CA 95123
|VALLEY HAIR & NAILS SPA||4084178894|1175 EAST JULIAN ST SUITE #3|SAN JOSE CA 95116
|NK Hair and Nail||6698886636|2229 Alum Rock Ave|San Jose CA 95116
|Pro Darling Nails|Pro Darling Nails|4082721230|1080 S white rd suite D|san jose CA 95127
|Van's Nails||408-260-2119|1680 Lafayette Street|Santa Clara CA 95050
|ROYAL NAIL SPA|ROYAL NAIL SPA|408-258-4399|1780 STORY RD # 30|SAN JOSE CA 95122
|Blue Nail Spa||4086371593|2500 W El Camino Real suite c|Mountain View CA 94040
|La Mode Nail Salon||408-395-7930|155 N. Santa Cruz Ave, suite F|Los Gatos CA 95030
|Tip N' Toe Salon Inc.||408-891-0529|1795 Hillsdale Ave #50|San Jose CA 95124
|BEST NAILS||408-802-5127|6139 CAMINO VERDE DR|SAN JOSE CA 95119
|NAIL ELEGANCE|NAIL ELEGANCE|(408)885-1305|1165 LINCOLN AVE SUITE 120|SAN JOSE CA 95125
|Capri Nails Spa||(650)938-6245|2434 Charleston Road|Mountain View CA 94043
|Pretty Nails INC||4085159092|466 E El Camino Real #B|Sunnyvale CA 94087
|Venus Nail Salon||408-207-5636|1425 Branham Ln|San Jose CA 95118
|Christal nails.inc||4086441191|5623 Cottle rd|San Jose CA 95123
|Annabelle Salon and Spa||4086454575|3918 Middlefield Rd. Suite A|Palo Alto CA 94303
|LA ORQUIDEA SALON & SPA LLC.||4084167616|431 N.SANTA CRUZ AVE|LOS GATOS CA 95030
|CLASSY NAILS KV INC.|CLASSY NAILS KV|4089303157|15874 MONTEREY ST|MORGAN HILL CA 95037
|Jenasis Organic Nails Spa||(408)307-7869|16795 B Monterey Rd.|Morgan Hill,CA CA 95037
|Nail & Tan America||4082077755|579 Coleman Ave Ste 20|San Jose CA 95110
|ANGELIC NAILS SPA, CORPORATION|ANGELIC NAILS SPA|408-207-6663|16195 MONTEREY RD. SUITE 102|MORGAN HILL CA 95037
|Lucky Hair & Nails||(408)909-0968|33 South Jackson Avenue|San Jose CA 95116
|Nails and Hair City|Nails and Hair City, Nails & Hair City, Hair City|4082517759|1680 Berryessa Road|San Jose CA 95133
|Qtie Nail Lounge Inc.||408 646 5298|5415 Camden Ave|San Jose CA 95124
|Crystal nails||408 203 3214|173E El Camino real|Mountain View CA 94040
|Paradise Nails|Paradise Nails|4086309955|1095 Branham Ln, Ste 104|San Jose CA 95136
|Nails A1||(408 ) 253 4663|5175 Moorpark ave #4a|San jose CA 95129
|Nail Colours||408-358-3996|15349 Los Gatos Blvd #D|Los Gatos CA 95032
|Fashion Nails|Fashion Nails|4082287347|5489 Snell Ave STE 75|San Jose CA 95123
|OMG! Nails & Spa||408-816-0998|2033 W. El Camino Real|Mountain View CA 94040
|POP Nail Club||4082072654|917 E Arques Ave, Studio 21|Sunnyvale CA 94085
|USA NAILS|USA NAILS|408-457-4434|14493A BIGBASIN WAY|SARATOGA CA 95070
|Melissa's Nails||4083103503|14174 Blossom Hill Rd|Los Gatos CA 95032
|Vivian Nail Bar Inc||408-571-9615|1910 Camden Ave, #3|San Jose CA 95124
|Expo Nails||(408) 224-3775|7036 Santa Teresa Blvd|San Jose CA 95139
|Splendor Nails||(408) 219-4457|1345 Blossom Hill Rd|San Jose CA 95118
|Gwen Nail Spa|Gwen Nail Spa|408-265-7173|1375 Kooser Rd|San Jose CA 95118
|TOWN NAILS SPA||408-836-8942|20916 Homstead Road, suit D|cupertino CA 95014
|4 Seasons Nails Care and Spa||408 472-1598|111 Curtner Ave Suite|San Jose CA 95125
|Sk3 LLC|Sk3 beauty spa|650-665-7083|101 S. California Ave. Ste. # D100A|Palo Alto CA 94306
|Kayla Nails|Phuong vo enterprises inc|4082972320|1213 Lincoln Ave, Ste 108|San jose CA 95125
|Pro Darling Nails||4088282985|2970 Aborn Square Road|San Jose CA 95121
|Darling Nails||4088281985|1913 Tully Road|San Jose CA 95122
|Jackson Ivy Salon Inc.||408-888-6061|353 Jacklin Rd|Milpitas CA 95035
|GREAT NAILS INC. # 1|GREAT NAILS & BEAUTY SALON|408-945-0501|440 GREAT MALL DRIVE|MILPITAS CA 95035
|PINKIES NAIL SPA||408-667-1120|20373 STEVENS CREEK BLVD|CUPERTINO CA 95014
|QUYCOBEAUTY. INC||4086585171|2180 W BAYSHORE RD #110|PALO ALTO CA 94303
|Lovee Nails|Love Nails Salon|4085655565|715 w Hamilton Ave|Campbell CA 95008
|Niki Nails Salon|Niki Nails Salon|4084826778|699 Curtner Ave. #120|San Jose CA 95125
|BOM Investments, Inc|La Jolie Nail Spa|650-322-8882|364 California Ave|Palo Alto CA 94306
|Classy Salon||650-321-8892|2686 Middlefield Rd Suite B|Palo Alto CA 94306
|Lovely Nails||4089275480|6477 Almaden Expressway Ste. 80|San Jose CA 95120
|Hunny Hair & Nail Spa||(408) 244-3888|1274 Benton Street|Santa Clara CA 95050
|T2 Nails|T2 Nails|4086202962|1340 First St, D|Gilroy CA 95020
|Top Coat Nail Bar||6693331539|1140 Fair Ave|San Jose CA 95122
|L'amour Nails||408-205-7230|7660 Monterey Street #105|Gilroy CA 95020
|BLISS NAIL SPA & WAX||408-248-6006|5136 STEVENS CREEK BLVD|SAN JOSE CA 95121
|Lucky Hair & Nails||408 909 0968|33 South Jackson Avenue|San Jose CA 95116
|Bollywood Salon and Spa Inc|Bollywood Salon and Spa|8312585775|2855 Stevens CreekBlvd|Santa Clara CA 95050
|La Queen Nail Salon||408-483-5882|445 Blossom Hill Rd Suite J|San Jose CA 95123
|GILROYNAILS LLC||408-872-2836|220 E 10th ST Suite I,K|san jose Ca CA 95020
|JD Nails LLC||408-224-4078|117 Bernal Rd suite 60|San Jose ca CA 95119
|Crystal Nails||408 203 3214|173E east El Camino real|Mountain View CA 94040
|heavenly nail spa||6503846878|4222 elcamino real|palo alto CA 94306
|Oasis Nailtique, Inc|Oasis Nails Spa|408-891-3929|2986 Union Ave|San Jose CA 95124
|Paint Nail Collection||4087076961|1711 N Milpitas Blvd|Milpitas CA 95035
Other, please specify
|My Little Conservatory, LLC||408-634-4087|1535 Meridian Ave. #30|San Jose CA 95125
|Savvy Bike||650-773-3914|1174 Lincoln Avenue|San Jose CA 95125
|Moore Buick Corporation|Moore Buick GMC|4083568111|15500 Los Gatos Blvd|Los Gatos CA 95032
|Pet Paradise Resort & Spa INC||408-819-3717|3229 S. Bascom Ave STE C|Campbell CA 95008
|Philips & Lite-On Digital Solutions Inc.||(408) 829-0988|720 S Hillview Drive|Milpitas CA 95035
|Avery Aquatic Center- Stanford University||650.736.3436|235 Sam MacDonald Mall|Stanford CA 94305
|Nutritional Club||(408) 661-7879|2668 Monterrey Rd #102|San Jose CA 95111
|EYEfiniTEA Optique & Lounge||6698883883|15700 Monterey Road #100|Morgan Hill CA 95037
|LAUREL GEOPHYSICS INC||(650) 888-6055|2190 FORTUNE DRIVE|SAN JOSE, CA CA 95131
|Aries Engineering, Inc.||4086340087|No physical address|
|Sunnyvale Golf Course||408-730-7592|605 Macara Ave|Sunnvyale CA 94085
|Leiden Measurement Technology||408-548-0483|1230 Mountain View Alviso Rd, Ste A|Sunnyvale CA 94089
|Cooper-Garrod Estate Vineyards||4088678446|22645 Garrod Rd.|Saratoga CA 95070
|Vita Elementa LLC|Muddy H2O Etcetera, Good-Earth Store|408-578-7575|6280 San Ignacio Ave Ste J|San Jose CA 95119
|Christine's Natural Beauty Corporation|J'adore Gilroy|6692390921|7872 Eigleberry Street Unit B|Gilroy CA 95020
|KBM Office Equipment, Inc|KBM-Hogue|408 351-7133|225 W. Santa Clara Street  #1550|San Jose CA 95113
|Grants Gun Garage Inc.||4086839099|16550 Railroad Ave. Suite F|Morgan Hill CA 95037
|P & V Winery LLC|P & V Winery|408-781-0171|10155 Dougherty Ave|Morgan Hill CA 95037
|Park Holiday Apartments, Western Management, LLC||408.296.2272|1980 Park Ave.|San Jose CA 95126
|Peninsula Real Los Altos Homeowners' Association|NA|650-967-4685|4388 El Camino Real|Los Altos CA 94022
|GT4 Events, LLC.||4088858800|475 Vandell Way Suite A|Campbell CA 95008
|Spider-Net Computnig, Inc.||408-210-3135|No physical address|
|Ricoh Innovations Corporation||650-496-5729|10050 N. Wolfe Rd., SW2-260|Cupertino CA 95014
|Apple Inc||408-996-1010|650 Almanor Ave|Sunnyvale CA 94085
|Forge Homestead Apartments||408-739-0870|20691 Forge Way|Cupertino CA 95014
|Apple Inc||408-996-1010|222 N. Wolfe Rd|Sunnyvale CA 94085
|Aero Systems West, Inc.|Aero Systems West|408-599-2791|13025 Murphy Ave|San Martin CA 95046
|Apple Inc.||408-996-1010|1050 E. Arques Avenue|Sunnyvale CA 94085
|Intuit, Inc.||650-450-0574|2500 Garcia Ave MTV-4|Mountain View CA 94043
|Apple Inc.||408-996-1010|10261 Bubb Road|Cupertino CA 95014
|Apple Inc.||408-996-1010|960 Kifer Road|Sunnyvale CA 94086
|Apple Inc.||408-996-1010|10300 Bubb Road|Cupertino CA 95014
|Yoga Bella|Yoga Bella|408-842-9688|8060 Santa Teresa Blvd Suite 130|Gilroy CA 95020
|J. LOHR WINERY||408-288-5057|1935 S. 10th St.|San Jose CA 95112
|Apple Inc||408-996-1010|420 N Mary Avenue|Sunnyvale CA 94085
|Mountain View Gold Medal Martial Arts|Gold Medal Martial Arts|650-386-1928|461 W. El Camino Real|Mountain View CA 94040
|Verb SUrgical, Inc.||209-362-9506|5490 Great America Parkway|Santa Clara CA 95054
|CKD USA Corporation||847-648-4352|2450 Scott Boulevard, Suite 302|Santa Clara CA 95050
|PAXIO, Inc.||408-658-1760|3190 Coronado Dr|Santa Clara CA 95054
|Apple Inc.||408-996-1010|2845 Bowers Avenue|Santa Clara CA 94051
|Apple Inc.||408-996-1010|10300 Bubb Road|Cupertino CA 95014
|Mountain View Gold Medal Martial Arts|Gold Medal Martial Arts|650-386-1928|461 W. El Camino Real|Mountain View CA 94040
|Yoga Bella|Yoga Bella|408-842-9688|8060 Santa Teresa Blvd Suite 130|Gilroy CA 95020
|J. LOHR WINERY||408-288-5057|1935 S. 10th St.|San Jose CA 95112
|Apple Inc||408-996-1010|420 N Mary Avenue|Sunnyvale CA 94085
|Apple Inc.||408-996-1010|501 Macara Avenue|Sunnyvale CA 94085
|Apple Inc.||408-996-1010|10725 N. DeAnza Blvd|Cupertino CA 95014
|Apple Inc.||408-996-1010|5 Results Way|Cupertino CA 95014
|Apple Inc.||408-996-1010|6 Infinite Loop|Cupertino CA 95014
|Bay Area Air Quality Management District||415-749-4941|2118 Walsh Avenue, Suite 202|Santa Clara CA 95050
|Apple Inc.||408-996-1010|15 Results Way|Cupertino CA 95014
|Verb SUrgical, Inc.||209-362-9506|5490 Great America Parkway|Santa Clara CA 95054
|CKD USA Corporation||847-648-4352|2450 Scott Boulevard, Suite 302|Santa Clara CA 95050
|PAXIO, Inc.||408-658-1760|3190 Coronado Dr|Santa Clara CA 95054
|Magic Leap, Inc||814-659-3515|1376 Bordeaux Dr.|Sunnyvale, CA CA 94089
|Intel Corporation||405-765-9940|101 Innovation Dr.|San Jose CA 95134
|Animal Assisted Happiness||650 714 2388|999 Caribbean Drive -- Baylands Park, NW Corner|Sunnyvale CA 94087
|Apple Inc.||408-996-1010|2845 Bowers Avenue|Santa Clara CA 94051
|Ferguson Welding Service Inc.||510-487-5906|30050 Industrial Parkway SW|Hayward CA 94644
|Toral Suthar||4086854228|2086 Silence Drive|San Jose CA 95148
|Apple Inc.||408-996-1010|501 Macara Avenue|Sunnyvale CA 94085
|Apple Inc.||408-996-1010|6 Infinite Loop|Cupertino CA 95014
|Bay Area Air Quality Management District||415-749-4941|2118 Walsh Avenue, Suite 202|Santa Clara CA 95050
|Apple Inc.||408-996-1010|10725 N. DeAnza Blvd|Cupertino CA 95014
|Apple Inc.||408-996-1010|15 Results Way|Cupertino CA 95014
|Apple Inc.||408-996-1010|5 Results Way|Cupertino CA 95014
|Magic Leap, Inc||814-659-3515|1376 Bordeaux Dr.|Sunnyvale, CA CA 94089
|Intel Corporation||405-765-9940|101 Innovation Dr.|San Jose CA 95134
|Animal Assisted Happiness||650 714 2388|999 Caribbean Drive -- Baylands Park, NW Corner|Sunnyvale CA 94087
|Ferguson Welding Service Inc.||510-487-5906|30050 Industrial Parkway SW|Hayward CA 94644
|South Bay Barber Academy LLC|The Barber Academy|408-216-0655|1099 W. San Carlos Street|San Jose CA 95126
|225 West Santa Clara LLC||408-971-8833|225 W. Santa Clara St.|San Jose CA 95113
|Carlren Properties California LLC||4089731809|22605 Salem ave|Cupertino CA 95014
|NICE America Research Inc.||6502850863|2091 Stierlin Court|Mountain View, CA CA 94043
|Peace-It-Together Counseling Agency||408-774-1009|1588 Homestead Rd., m/b 10|Santa Clara CA 95050
|Four Seasons Skin Care and Spa||408-306-2109|323 E Campbell Ave|Campbell CA 95008
|Rani Therapeutics, LLC||408-457-3776|2051 Ringwood Avenue|San Jose CA 95131
|Terracina Morgan Hill I and Ii||9167243894|230 E. Dunne Ave|Morgan Hill CA 95037
|Aurora Innovation, Inc.||888-583-9506|2455 Faber Place|Palo Alto CA 94303
|Traco Power North America||408-916-4570|2025 Gateway Place #330|San jose CA 95110
|The Flea Market, Inc./Bay Area Food Services LLC|San Jose Flea Market|408-453-1110|1590 Berryessa Road|San Jose CA 95133
|Quotient||650-810-3032|400 Logue Avenue|Mountain View CA 94043
|Avalon Tower on the Peninsula||650-969-7777|2400 El Camino Real|Mountain View CA 94040
|Griffith Apartments||408-978-1950|405 S 4th Street|San Jose CA 95112
|UNIQUE 4U2||+1 (530) 304-0313|No physical address|
|Chateau La Salle A California Limited Partnership|Same as above|(408) 298-3230|2681 Monterey Rd.|San Jose CA 95111
|Covalent Metrology||8312916352|921 Thompson Pl|Sunnyvale CA 94085
|The Tax Practice, Inc||4088790399|1978 The Alameda|San Jose CA 95126
|A AND M MOTOR SUPPLY||408 356 5141|16165 LOS GATOS BLVD|LOS GATOS CA 95032
|Century Medical, Inc.||408-780-5045|2225 Martin Avenue STE-K|Santa Clara CA 95050
|ServiceNow||4084825613|2215 Lawson Lane|Santa Clara CA 95054
|The Fitness Department LLC||408-655-2508|No physical address|
|Silicon Valley Girls Softball League|Sunnyvale Girls Softball|408-203-2691|Las Palmas Softball Field 850 Russet Dr|Sunnyvale CA 94087
|ServiceNow||408-482-5613|3250 Jay Street|Santa Clara CA 95054
|Inventec North America Corp.||16503918328|5201 Great America Parkway, Ste. 525|Santa Clara CA 95054
|Rubrik, Inc.||4088133014|1001 Page Mill Road, Bldg 2+3|Palo Alto CA 94304
|Guckenheimer Camino Medical Cafe|Camino Cafe|650-934-7499|701 E El Camino Real|Mt View CA 94040
|Isha Diagnostics California Corporation||4087916016|1207 S Park Victoria Dr|Milpitas CA 95035
|Wong & Rees LLP||6506708802|4340 Stevens Creek Blvd., Suite 106|San Jose CA 95129
|Aeva, Inc.||415-926-1792|555 Ellis Street|Mountain View CA 94043
|Aeva, Inc.||415-926-1792|555 Ellis Street|Mountain View CA 94043
|Analog Bits, Inc.|N/A|650-208-5297|945 Stewart Drive, Suite 250|Sunnyvale CA 94085
|Scion Asset Management, LLC||408-441-3611|20665 4th St., Suite 201|Saratoga, CA CA 95070
|Michael C. Lin, DDS INC||408-730-55252|1330 S DE ANZA BLVD #20|San Jose CA 95129
|Woodrow Wear, LLC||669-235-5029|102 Chateau La Salle Drive|San Jose CA 95111
|Technico LLC||650 300 9189|2425 California St Unit B|Mountain View CA 94040
|CBA Premier Insurance Solutions,Inc.||408-740-5292|2033 Gateway Place, Suite 500|San Jose CA 95110
|Elite Hospitality Staffing LLC||408 791 5495|1188 S. Second Street|San Jose CA 95112
|Palo Alto Art Center||(650) 617-3535|1313 Newell Road|Palo Alto CA 94303
|PCTEST Engineering Laboratory Inc LLC||5713159507|382 PIERCY RD|SAN JOSE CA 95138
|Gatik AI Inc.||7655866176|3530 W. Bayshore Road|Palo Alto CA 94303
|Jb fix||4087225939|381 1st st suite a|Gilroy CA 95020
|SlingShot Connections, LLC||408-247-8233|1520 The Alameda suite 100|San Jose CA 95126
|4C Air, Inc.||650-248 5952|1147 Tasman Dr.|Sunnyvale CA 94089
|Cypress Point Homeowners Association||650-283-7008|Between Central, Horizon, and Andsbury|Mountain View CA 94043
|#1honest plumber||650 422 4736|1111 w. El camino real ste. 109- 194|Sunnyvale CA 94087
|Coyote Springs, Inc.|Coyote Valley Sporting Clays|408-406-1011|1000 San Bruno Ave|Morgan Hill CA 95037
|Bean Scene Cafe, Inc.|Bean Scene Cafe|408-738-4523|186 S. Murphy Ave|Sunnyvale CA 94086
|Cisco Systems, Inc.||408-656-1227|170 West Tasman Dr.|San Jose, CA CA 95134
|Vista Center for the Blind and Visually Impaired||650-858-0202|101 N. Bascom Ave.|San Jose CA 95128
|United Site Services of California, Inc.||408-890-0734|No physical address|
|Applied Materials||512-422-2499|B85  978 E. Arques Avenue|Sunnyvale, California CA 94085
|Farnsworth Swim School||4156720219|3984 Agatha Way|San Jose CA 95136
|CleanSweep Services, Inc.||4088675911|800 Laurelwood Road|Santa Clara CA 95054
|BrandVia Alliance, Inc.||408-955-1709|150 Charcot Avenue, Suites A and 30|San Jose CA 95131
|Bulldog Lifestyles||14087678130|285 S. Capitol Ave|San Jose CA 94085
|Thai Decor||4156760227|No physical address|
|Orchard Ultrasound Innovation, LLC||(650)521-2149|1253 Reamwood Ave|Sunnyvale CA 94089
|Carlotto Consulting Services||408 265-7243|5237 Dent Ave.|San Jose CA 95118
|Monarch Leasing Inc.|Monarch Truck Center|408-275-0500|195 N 30th St.|San Jose CA 95116
|Urbanism Designs LLC|Urbanism Designs LLC|408-218-6705|1614 Edmonton Ave.|Sunnyvale CA 94087
|Organize This Place LLC|Organize This Place LLC|408-978-8564|No physical address|
|Blue Star Income Tax and Travel||408-623-8793|999 Story Road, Suite 9063|San Jose CA 95122
|Cinderella Health Spa||408-230-3151|1848 Saratoga Ave.,Bldg.4B|Saratoga CA 95070
|Apple Inc.||408-996-1010|335-337 Brokaw|Santa Clara CA 95050
|Sean’s Acupuncture & Herbs Inc||4083980132|1361 S. Winchester Blvd., Suite 206|San Jose CA 95128
|Foo Acupuncture Clinic||4155713642|990 W Fremont Ave Suite N|Sunnyvale CA 94087
|Leland Stanford Junior University Governor's Corner, Yost||6507254476|574 GOVERNOR'S AVE|STANFORD CA 94305
|Regus Management Group||650-460-3400|2100 geng road, suite 210|palo alto CA 94303
|PAUL T. JENSEN, INC.||6692759224|6830 VIA DEL ORO, SUITE 205|SAN JOSE CA 95119
|Enterprise Rent-A-Car Co of San Francisco, LLC||(408) 448-2100|1080 Blossom Hill Rd|San Jose CA 95123
|Watches Repair and Sale.||669-292-7246|1590 Berryessa Road  #220 K|San Jose CA 95133
|Paulino Perez|N/A|669-293-7151|No physical address|
|The Waters||4083093870|905 W. Middlefield Road|Mountain View CA 94043
|Community Reconstruction Solutions||650-692-3030|No physical address|
|IT Management Corporation|101VOIVE|408-204-8000|4340 Stevens Creek Blvd. Suite 225 & 230|San Jose CA 95129
|Sierra Pacific Turf Supply, Inc||408-374-4700|510 Salmar Ave.|Campbell CA 95008
|Ground Penetrating Radar Systems, LLC||419.843.9804|5217 Monroe St|Toledo CA 43623
|The Dining Commons - Chartwells Higher Education at SJSU|Spartan Eats Campus Dining|408-332-1320|No physical address|
|Dealernet||4084894893|521 Charcot Ave Ste221|San Jose CA 95131
|All seasons Mechanical inc.||209 587 3942|No physical address|
|The flea market.inc./ bay area food services LLC|San jose Flea market|4084531110|1590 berryessa road|san jose CA 95133
|Camp Unalayee Association||6503084453|No physical address|
|Charter Palms Townhomes||408 735 9030|678 Bellflower Ave.|Sunnyvale CA 94086
|Frontier Communications||805-445-8103|15 Montebello Way|Los Gatos CA 95030
|Tacos el Buen Sabor|San Jose Flea Market|408 7750504|1590 Berryessa Road|San Jose CA 95133
|Roberto Sanchez|Toy Ninja|408-903-0801|1590 Berryesa Road|San Jose CA 95133
|Esther Olivares||2098199075|No physical address|
|McClellan Associates LLC||408-257=7514|7924 McClellan Road|Cupertino CA 95014
|The Flea Market, Inc./Bay Area Food Services LLC|San Jose Flea Market|408-453-1110|1590 Berryessa Road|San Jose CA 95133
|Johnson Catering Truck||5103339451|1670 Roger Ave|San Jose CA 95112
|Village Green LMW, LLC|Village Green Apartments|650-967-1055|3333 Cabrillo Ave|Santa Clara CA 95051
|Santa Clara Diving Club||949-636-4798|2625 Patricia Dr.|Santa Clara CA 95051
|AT&T Services Inc.||510-367-1413|1051 Martin Ave|Santa Clara CA 95050
|AT&T Services Inc.||510-367-1413|1160 Dell Ave|Campbell CA 95008
|Crown Energy Service, Inc.|Able Engineering Services|4158404306|3026 Scott Blvd.|Santa Clara CA 95054
|yip's auto center||408-297-7455|135 keyes st|san jose CA 95112
|Concentra- Urgent Care||408-228-8400|2737 Walsh Ave|Santa Clara CA 95051
|M&S Collsion||408-946-6626|107 minnis cir|milpitas CA 95035
|Advanced Chemical Transport, Inc. DBA ACTenviro||408-548-5050|967 Mabury Road|San Jose CA 95133
|Advanced Chemical Transport, Inc. DBA ACTenviro||503-997-0340|1210 Elko Drive|Sunnyvale CA 94089
|Hoa Tien (HT)|Hoa Tien (HT)|408 971-1350|1723 Little Orchard # A|San Jose CA 95125
|Trinity Drilling, Inc.||831-426-5607|No physical address|
|San Gabriel Temporary Staffing Services - dba LaborMAX Staffing||408-848-5700|343 E Tenth Street, Ste D|Gilroy CA 95020
|Pollard Road Homeowners Association||4083936615|No physical address|
|Denodo Technologies Inc||650-566-8833|525 University Ave|Palo Alto CA 94301
|Los Gatos Apartments||408 293-1242|141 Towne Terrace|Los Gatos CA 95032
|The Everest Momo, ( 4LY6571 )||4089912347|1593 Monterey Rd|San Jose, Ca CA 95110
|Workday, Inc.||925-951-9000|2300 Geng Road Suite 100|Palo Alto CA 94303
|Q ANALYSTS, LLC||408-907-8507|4320 Stevens Creek Blvd Suite 130|San Jose CA 95129
|EAST BAY RESTAURANT SUPPLY||510-627-0238|49 4TH STREET|OAKLAND CA 94607
